sentence,target_word,substitutions_votes
"""On 5 February 2007 , Apple Inc. and Apple Corps announced a settlement of their trademark dispute under which Apple Inc. will own all of the trademarks related to `` Apple '' and will license certain of those trademarks back to Apple Corps for their continued use .""",announced,introduced:1 declared:6 reported:10 noted:1 told:2 agreed to:1 informed of:1 stated:4 said:9 said that:1 made:1 explained:1 showed:1 told people about:1 said that :1 told everyone:1 made known:1 mentioned:1 advertised :1 released:1 made public:1 told about:1 revealed:1 revealed :1
The head of Ornitholestes was relatively small .,relatively,quite:4 somewhat:7 really:1 comparatively:3 comparably:2 rather:9 very:3 pretty:11 fairly:3 kind of:2 mostly:1 kinda:1 quite :1 sort of:1 basically:1
"""The northern part of the continent , covering much of Siberia was also inaccessible to the steppe nomads due to the dense forests and the tundra .""",inaccessible,closed:2 remote:2 difficult to reach:1 unachievable:1 pathless:1 closed :1 inpassable:1 unavailable:9 out of reach:2 hard to get:1 hard:1 far:1 isolated :1 not reachable:3 distant:1 unusable:1 unavailable :1 hard to reach:1 denied:1 unable to be reached:1 cutoff:1 blocked:2 unapproachable:2 impossible to reach:1 untouchable:1 unreachable:3 ungetable:1 unreachable':1 not accessible:1 not passable:1 beyond range:1 not available:1 unapproachable :1
"""While at Trinity he became more focussed on music , for there he met the folk song collector Cecil Sharp and composer and folk song enthusiast Ralph Vaughan Williams .""",focussed,fixed:5 concentrated:8 fixated:3 sighted:1 interested:8 centered:6 in love with working:1 concerned:1 distracted:1 dedicated:1 driven:1 intrested:1 intent:1 keen:1 involved:1 supported:1 set:1 attracted:2 reliant:1 fond:1 mindful:1 intigued:1 hooked:1 intent :1
Canadian English is the variety of English used in Canada . More than 26 million Canadians have some knowledge of English .,variety,dialect:1 difference:1 kind:11 type:29 types:1 mix:2 version:1 collection:1 multitude :1 range:1 assortment:1
Whedon wanted to create something for television that was more character-driven and gritty than most modern science fiction .,create,make:45 make up:1 design:1 write:1 devise:1 begin:1
"""Fought on 22 August 1485 , the battle was won by the Lancastrians . Their leader Henry Tudor , Earl of Richmond , became the first English monarch of the Tudor dynasty by his victory and subsequent marriage to a Yorkist princess .""",monarch,king:27 kingdom:1 head:1 royalty:2 royal:4 ruler:11 leader:3 ruler :1
The books were later adapted into a television series and a feature film .,adapted,made:21 turned:11 changed:8 converted:3 made :1 remade:1 formed:1 worked:1 changed :1 mad:1 fit:1
"""The MTR was immediately popular with residents of Hong Kong ; as a result , subsequent lines have been built to cover more territory . There are continual debates regarding how and where to expand the MTR network .""",immediately,instantly :2 instantly:24 rightaway:1 right away:6 at once:1 always:1 quickly:9 rapidly:1 soon:3 really:1 now:1
"""It is bounded by Munshiganj District and Comilla District on the north , Noakhali District , Lakshmipur District and Barisal District on the south , Comilla District on the east , and Meghna River , Shariatpur District and Munshiganj District on the west .""",bounded,bordered:12 contained:4 enclosed:2 connected:2 surrounded:16 marked:1 walled:1 confined:3 fenced:1 held together:2 listed:1 surrounding:1 closed off:1 joined:1 limited:1 next to:1
Then we see her deliberately contract cholera and be transferred to hospital .,transferred,taken:15 moved:26 sent:8 tooken:1
"""Darth Maul appears in as the apprentice of Sith lord Darth Sidious who sends him to capture Queen PadmÌ© Amidala and eliminate the two Jedi , Qui-Gon Jinn and Obi-Wan Kenobi .""",capture,kidnap:14 catch:12 get:6 steal:1 take:7 arrest:2 take over:1 acquire:1 take away:1 grab:1 snatch:1 seize:1 take hold of:1 nab:1
This arrangement provided most of the agricultural labor throughout the Middle Ages .,provided,gave:22 created:4 supplied:11 used:1 allowed:1 secured:1 made:2 was used for:1 made up:1 allowed for:1 achieved :1 contributed to:1 supported:1 brought:1 granted:1
Roadrunner Records is a record label that concentrates primarily on heavy metal bands .,concentrates,meditates:1 focuses:42 works:1 intensified:1 thinks:1 focusses:1 mostly uses heavy metal bands:1 puts it's attention:1 focus:1
"""Ashoka did not completely prohibit the killing of animals ; he prohibited gratuitous killings , he advocated restraint in the number that had to be killed for consumption , protected some of them , and in general condemned violent acts against animals , such as castration .""",prohibit,ban:16 forbid:7 stop:13 prevented:1 restrict:1 outlaw:4 prevent:2 not allow:3 disallow:1 forbids :1 end:1
"""To reduce space and increase reading speed , virtually all Braille books are transcribed in what is known as Grade 2 Braille , which uses a system of contractions to reduce space and speed the process of reading .""",reduce,save:3 slow:1 lessen:13 cut down:2 downsize:1 minimize:3 decrease:7 lower:11 cut down on:1 shrink:4 cut:1 weaken:1 take up less:1 take:1
This is a considerably higher total than that of any other European country .,considerably,much:30 significantly:2 lot:2 greatly:4 reasonably:1 very:1 remarkably :1 much :1 mcuh:1 a lot:1 larger:1 definitely:1 far:1 noticably:1 noteworthy:1 noticeably:1
"""Apples require cross-pollination between individuals by insects ; all are self-sterile , and self-pollination is impossible , making pollinating insects essential .""",require,need:46 must have:2 wants:1 demand:1
A final violent confrontation with police took place at Glenrowan .,confrontation,fight:32 stand:1 meeting:1 arguement:2 dispute:1 encounter:2 clash:4 assault:1 disagreement:1 interaction:1 meet up:1 conflict:2 altercation :1
"""A tropical wave , which had previously spawned Tropical Depression Six , interacted with an upper-level low pressure area to develop an area of deep convection near Hispaniola on July 23 , 2003 .""",previously,prior:1 earlier:13 first:3 formerly:2 before:13 pastly:1 in the past:4 already:5 foremerly:1 earlier :1 once:4 been:1 before hand:1
Other females within the social group may assist in the birthing process and tend to the newborns .,newborns,babies:42 baby:1 infants:3 new born babies.:1 new babies:3
His reign spanned the years from 809 through 823 .,spanned,stretched over:1 was :1 crossed:2 oversaw:1 covered:8 included:4 lasted:19 was between:1 covered :1 was in:1 ranged:2 lasted :1 grew:1 joined:1 was from:2 bridged:1 went from:1 lasted from:1 went from :1
"""Neem Karoli was a life-long adept of bhakti yoga , and encouraged service to others as the highest form of unconditional devotion to God .""",highest,best:24 most important:2 tallest:1 nobelest:1 most high:1 greatest:2 biggest:5 top:9 topmost:1 utmost:1 utmost :1 peakl:1 capital:1
Fives is a British sport believed to derive from the same origins as many racquet sports .,derive,come:37 come from:5 develop:1 arrive:1 begin:2 originate:1 created:1 come :1 be :1
In 1269 it was the seat of a famous battle during the wars of Guelphs and Ghibellines and in 1479 it was besieged by Neapolitan troops .,besieged,taken over:3 attacked:23 taken:8 assaulted:1 placed under seige:1 surrounded:7 invaded:2 overtaken:2 took over:1 captured:1 blockaded:1
GrÌ_nberg and Fert have received a number of prestigious prizes and awards for their discovery and contributions to the field of spintronics including the 2007 Nobel Prize in Physics .,received,gotten:22 accepted:5 won:6 earned:5 been given:7 taken:1 got:3 collected:1
"""During their trip , Aras and Cirie made a pact for the Final 2 ; while Danielle and Terry also conspired for their fate in the game during their time on exile .""",conspired,plotted:13 thought up:1 planned:18 cooperated:3 co-operated:1 worked together:2 running:1 discussed:1 planned secretly:1 helped plan:1 schemed:1 made secret plans:1 united:2 were in cahoots:1 thought:1 plotted :1 secretly planned:1
Gorgoneia that decorate the shields of warriors on mid-5th century Greek vases are considerably less grotesque and menacing .,menacing,scary:28 threatening:8 frightening:4 mean looking:1 scary looking:1 mean:3 scary :1 dangerous:1 intimidating:1 alarming:1 troublesome:1
"""Charon , discovered in 1978 at the United States Naval Observatory Flagstaff Station , is the largest satellite of the dwarf planet Pluto . Following the 2005 discovery of two other natural satellites of Pluto , Charon may also be referred to as Pluto I. The New Horizons mission is scheduled to visit Charon and Pluto in July 2015 .""",satellite,moon:29 dish:1 satellite:1 outer:1 picture:1 nearest planet:1 orbiting bod:1 orbit:1 orbiting body:1 orbiting object:1 object:3 asteroid:2 space station:2 rotating body:1 follower:1 piece:1 revolver:1
"""They are typically specified to withstand an impact of 3600 g and temperatures of over 1,000 C .""",typically,normally:12 usually:31 frequently:1 commonly:1 almost always:2 usually :1 commonly :1 normally :1
"""If K rei did exist , there is no evidence to suggest that the title tenn was used during the time period to which his reign has been assigned .""",evidence,proof:41 data:1 clue:3 sign:1 information:3 proof  :1
"""Once a flourishing Saxon riverport , it lies in the Waveney valley and is a popular boating center .""",lies,is:23 sits:13 stis:1 is located:4 is :1 rests:3 is in:1 is found:2 stands:1 is situated:1
The circuit cost approximately US $ 150 million to construct .,construct,make:8 build:42
A page that is a redirect can be moved like any other page .,moved,changed:19 pushed:1 evicted:1 transferred:3 relocated:4 shifted:4 sent:3 changed for where it is:1 moved:2 used:1 put somewhere else:2 tranferred:1 extracted:1 carried:1 replaced:1 placed:1 redirected:1 rearranged:1 put in another place:1 transitioned:1
"""Then Cogswell asked Gallaudet to travel to Europe to study methods for teaching deaf students , especially those of the Braidwood family in Edinburgh , Scotland .""",travel,go:37 go with him :1 fly:2 come:2 journey:1 move:3 explore:1 go to:1 go with him:1 go :1
"""He is widely known for his roles as Little Joe Cartwright in Bonanza , Charles Ingalls in Little House on the Prairie , and Jonathan Smith in Highway to Heaven .""",widely,well:18 largely:3 mostly:8 majorly:1 famously:2 well :1 extensively:1 broadly:2 often:2 commonly:8 generally:2 popularly:2
"""Since Minamoto no Yoritomo launched the shogunate , the true power had been in the hand of the Shoguns , who were mistaken several times for the Emperors of Japan by the Chinese government .""",launched,began:9 started:28 introduced:2 projected:1 released:2 made:1 created:2 started :1 produced:1 begun:1 set off:1 founded:1
Swiss cheese is a generic name common to many countries for several related varieties of cheese which resemble the Swiss Emmental .,resemble,look like:22 looks like:6 is similar to:1 are similar to:1 imitate:1 lookalike:1 are like:8 mimics:1 match:1 remind:1 look like :1 matches:1 mimic:1 favor:1 mirror:2 are similar to :1
"""Several of these tropical cyclones have caused deaths or heavy property damage , usually due to flooding caused by rain .""",caused,from:3 made:15 produced:1 lead:1 after:1 brought about:1 generated:1 created:5 started:5 made :1 from the effect:1 brought:2 made happen:1 produced :1 brought on:2 brought on :1 began:2 flooding from rain:1 set off:1 created :1 developed:1 because of:1 induced:1
"""Through these feedback processes , the cryosphere plays a significant role in global climate and in climate model response to global change .""",significant,noteworthy:1 main:1 big:9 important:20 major:10 large:5 serious:1 large :1 key:1 certain:1
About 20 % of patients with acute ischemic colitis may develop a long-term complication known as chronic ischemic colitis .,develop,get:29 make:2 gain:2 create:4 have:3 cause:1 grow:3 turn in to:1 become:1 begin to have:1 foster:1 acquire:1 show:1
"""Fiction Records is a UK formerly indie label , now wholly owned by Polydor a subsidiary of Universal Music Group , started by Chris Parry in 1978 that is best known as being the home of The Cure for over 20 years .""",owned,held:12 ran:2 possessed :3 bought:9 gained:1 purchased:2 controlled:5 maintained:1 had:2 belonging to:3 absorbed:1 belonged to:1 kept:3 controlled :1 a part of:1 belongs to:1 used:1 run:1
"""Alexander Stepanovich Popov was a Russian physicist who first demonstrated the practical application of electromagnetic waves , although he did not apply for a patent for his invention .""",demonstrated,showed the world:1 showed:45 shown:1 performed:1 displayed:1 showed everyone:1
"""In nature , there is a strong evolutionary pressure for animals to blend into their environment or conceal their shape ; for prey animals to avoid predators and for predators to be able to sneak up on prey .""",conceal,hide:49 disguise:1
"""In Switzerland , the constitutional ban on absinthe was repealed in 2000 during an overhaul of the national constitution , although the prohibition was written into ordinary law instead .""",prohibition,restriction:4 constraint:1 prevention:2 ban:30 refusal:3 limit:1 laws against drinking:1 rule:1 forbidding law:1 banning:2 law against it:1 act:1 allowance:1 law:1
"""One theory suggests that the source of the name is an ancient Finnic language , in which it means `` dark '' and `` turbid '' .""",turbid,cloudy:12 goth:1 heavy:2 angry:1 unclear:7 dense:5 thick:6 muddy:2 murky:4 dingy:1 confused:2 hazzy:1 foggy:1 foul:1 moving:1 troubled:1 clouded:1 obscured:1
The geological composition of rock and soil dictates the type of shore which is created .,dictates,reveils:1 governs :1 tells us:1 causes:3 says:1 indicates:2 decides:11 shows:5 directs:2 determines:11 chooses:1 controls:2 rules:1 guides:1 tells:4 orders:1 leads to:1 commands:1
"""He held the imperial seal and could convene all other viziers to attend to affairs of the state ; the viziers in conference were called `` Kubbealt viziers '' in reference to their meeting place , the Kubbealt in Topkap Palace .""",convene,gather:15 summon:2 tell:2 combine:1 meet:4 call on:1 call:11 get:2 assemble:2 bring together:3 call together:2 begin:1 rally:1 bring:1 order:1 come together:1
"""Combining their observations with thermal measurements taken in November 2000 , the team estimated the size of the components of the system .""",observations,findings:11 notes:7 thoughts:2 information:3 visions:1 views:9 reviews:1 fidings:1 viewing:1 notes of what they saw:1 data:3 conclusions:1 attention:1 what they saw:1 watchings:1 recordings:1 studies:3 reports:1 interpretations:1
"""Many Beijing office towers were evacuated , including the building housing the media offices for the organizers of the 2008 Summer Olympics .""",towers,buildings:43 spires:2 towers:1 buildings :1 high rises:2 skyscrapers:1
"""The sculpture was made from the same weathering steel as the Angel of the North sculpture , which gradually develops a tightly adhering oxide layer as it is exposed to the elements .""",gradually,slowly:41 eventually:2 over time:3 then:1 steadily:2 fastly:1
Valzacchi and Annina now offer their services to him .,services,work:9 assitance:1 help:23 jobs:1 business:3 skills:2 abilities:2 talents:1 assistance:2 offers:1 aid:2 labor:2 expertise :1
"""Because carbon dioxide is released at a faster rate through the acid-base reaction than through fermentation , breads made by chemical leavening are called quick breads .""",released,freed:8 discharged :1 put out:2 let-go:1 given off:2 created:1 let out:5 let go:17 issued:1 exposed:1 dispensed:1 mades:1 moved:1 made:1 launched:1 sent out:1 expelled:1 given out:1 produced:1 discharged:1 dispersed:1
"""Many publications , such as the Suikoden World Guide and Suikoden Encyclopedia , exist for the Suikoden series , though the majority are only in Japanese .""",exist,are:20 are there:4 are available:2 live:8 made:1 occur:4 can be used:1 remain:2 are like:1 continue:1 happen:1 are around:1 survive:1 are present:1 remained:1 go:1
"""As an adult , he was charged with a long list of crimes , including possession of counterfeit money , loitering and prowling , burglary , kidnapping and armed robbery .""",loitering,tresspassing:2 dawdling:1 linger:2 lingering:10 wandering:3 pausing:1 standing:4 waiting:4 hanging around:6 standing around:4 loafing:2 trespassing:1 being where he was not supposed to be:1 sticking:1 hanging out:1 being on another's property:1 wasting time:1 hanging:1 hanging around places he shouldn't be :1 lurking:1 hanging out without a reason:1 delaying:1
"""Most baseball uniforms have the names and uniform numbers of players who wear them , usually on the backs of the uniforms to distinguish players from one other .""",distinguish,differentiate:3 tell the different:1 discern:1 separate:6 tell:15 identify:5 tell apart:2 show:1 recognize:1 set apart:1 know:2 show different:2 determine:2 define:1 judge:1 notice:1 contrast:1 differently label:1 separate :1 classify:1 mark:1
It was founded where the nascent Sydney to Melbourne road crossed water in the form of the Yass River .,nascent,developing:2 closeby:1 starting:1 blossoming:1 beginning:6 new:11 abandoned:1 emerging:3 opening:1 budding:2 first:1 growing:6 start of the:1 newly forming:1 very early:1 beginning :1 newborn:1 growing :1 nearby:1 early:1 development:1 young:1 developing :1 expanding:1 long:1 promising:1
"""Heights are measured to the structural height , which includes architectural elements , but not communications spires or antennas , per the guidelines of the Council on Tall Buildings and Urban Habitat .""",includes,has:18 adds:3 contains:9 take:1 uses:1 joins:1 contain:3 allows for:1 have:2 incorporates :1 means:2 takes into account:1 incorporates:2 is in part:1 entails:1 involves:1 also has:1 sprinting:1
The decimal separator or decimal point or decimal comma is a symbol used to mark the boundary between the integral and the fractional parts of a decimal number in a positional numeral system .,boundary,separation:4 border:11 place:2 divide:2 line:19 wall:1 space:1 difference:3 territory:1 limit:1 edge:1 separate point:1 limits:1 seperation:1 point:1
"""The dam was completed in 1974 and was designed to store water from the Indus River for irrigation and flood control , and for the generation of hydro-electric power .""",designed,built:8 made:29 intended:1 devised:1 created:3 build:1 engineered:2 meant:2 formed:1 constructed:1 made to:1
"""Particularly , community-building activities that are not strictly `` on topic '' may be allowed , especially when initiated by committed Wikipedians with good edit histories .""",initiated,admitted:2 started:38 created :1 made:2 begun:2 instituted:1 started :1 began:1 proposed:1 set:1
Xanten is also a popular filming location and the site of many concerts .,site,venue:1 area:6 place:22 spot:3 location:11 setting:2 palce:1 home:3 place :1
"""A reconnaissance aircraft flight into the system on September 20 reported a well-defined low and strong wind gusts in squalls as the system tracked into the northeastern Gulf of Mexico , along with limited and disorganized thunderstorm activity .""",tracked,followed:8 traveled:2 looked:1 moved:26 entered:1 steered:1 went:4 direceted:1 made it's way:1 trailed:2 traced:1 got:1 was followed:1
"""In electronics , a voltage divider is a simple linear circuit that produces an output voltage that is a fraction of its input voltage . Voltage division refers to the partitioning of a voltage among the components of the divider .""",produces,makes:30 creates:13 results in:1 gives:3 achieves:1 creates :1 has:1
The Cynics were an influential group of philosophers from the ancient school of Cynicism .,influential,teaching:1 important:28 popular:2 well liked:1 well known:1 important :1 moving:1 powerful:8 masterful:1 convincing:1 major:1 leading:1 well-known:1 impressive:1 (a) powerful:1
"""Arche belongs to the Carme group , made up of irregular retrograde moons orbiting Jupiter at a distance ranging between 23 and 24 Gm and at an inclination of about 165 .""",irregular,strange:8 different:8 uneven:5 odd:9 unusual:11 deformed:1 changeable:1 abnormal:1 random:2 unusual :2 odd :1 quirky:1
"""Loch Ness is best known for the alleged sightings of the legendary Loch Ness Monster , also known as `` Nessie '' .""",legendary,famous:24 fabled:3 epic:1 famed:3 ancient:1 mythical:3 rare:1 well known:2 famous :1 great:1 awesome:1 fabld:1  fabled:1 unreal:1 infamous:1 reputed:1 supposed:1 well-known:1 popular:1 mystical :1
"""Typically , a fast shutter speed will require a larger aperture to ensure sufficient light exposure , and a slow shutter speed will require a smaller aperture to avoid excessive exposure .""",avoid,deter:1 keep away from:1 prevent:16 escape:2 stop:9 miss:2 bypass:1 not have:4 get away from:1 get rid of:2 evade:2 stop from happening:1 avert:1 stay away from:2 dodge:2 elude:1 limit:1 to not have:1
"""Railways now bypass the three major falls , and much of the trade of central Africa passes along the river , including copper , palm oil , sugar , coffee , and cotton .""",bypass,avoid:18 cross:3 route:1 skip:4 go by:2 go around:7 go through:2 ignore:3 go past:2 pass:3 detour:2 circumvent :1 detour around:1 pass by:1
"""Security-Enhanced Linux is a Linux feature that provides a mechanism for supporting access control security policies , including U.S. Department of Defense style mandatory access controls , through the use of Linux Security Modules in the Linux kernel .""",provides,gives:21 brings:2 makes:1 supplies:4 has:11 allows:4 creates:1 uses:1 stocks :1 grants:1 makes available:1 features:1 serves:1
"""Johns and Williams would have spent the next seven months working on a government work party in the local area , before being transferred to Millbank Prison .""",transferred,moved:32 sent:11 taken:2 given:2 switched:1 assigned:1 changed:1
It lies on the southern side of Lake Constance .,lies,is:28 sets:1 sits:10 locates:1 borders:1 is located:3 rests:3 is found:1 resides:1 can be found:1
"""An England batting collapse resulted in an innings defeat , denying Bradman the opportunity to bat again and so his career average finished at 99.94 ; if he had scored just four runs in his last innings , it would have been 100 . A story developed over the years that claimed Bradman missed the ball because of tears in his eyes , a claim Bradman denied for the rest of his life .""",resulted,happened:2 appeared:2 caused:4 ended:30 followed:1 created:1 led to:3 came out:1 occurred:1 concluded:1 was the cause:1 wound up:1 ended up:1 was:1
The Croatia national football team represents the Republic of Croatia in international football .,represents,embodies:2 personifies:1 plays for:13 stands for:7 symbolizes:2 means:1 stands up for:1 belongs to:1 helps:1 portrays:1 is from:1 serves:4 speaks for:1 exhibits:2 supports:1 acts as:1 signifies:1 captures:1 display:1 marks:1 leads:1 from:1 equals:1 appears as:1 forms:1 is:1
"""Then , on August 15 , 1971 , United States President Richard Nixon announced that the United States dollar would no longer be convertible to gold , effectively ending the Bretton Woods system .""",convertible,changeable:14 changed:9 adjustable:2 swappable:2 transferrable:1 exchangeable:2 transferable:1 transferrable :2 connected:1 changed over to:1 changeable :2 able to be changed:2 exchangeable :3 changable:2 change:1 exchanged:2 switchable :1 changeable  :1 equivalent :1
"""After holding the title for just over a month , they dropped them to John Cena and Batista on the August 4 episode of Raw .""",dropped,lost:25 dumped:1 gave:13 left:2 let:2 let go of:1 changed:1 took:1 declined:1 released:2 moved:1
"""In general relativity , the effects of gravitation are ascribed to spacetime curvature instead of a force .""",ascribed,tied:2 specific:1 assigned:3 attributed:11 jealous:1 credited:12 given:3 refered:1 asigned:1 explained:1 referred:5 due :1 acredited:1 associated:1 connected:1 given credit:1 applied:1 recognized:1 accredited :1 because of:1
It is rare and valuable in finer grades and has been prized as a gem and ornamental stone for thousands of years owing to its unique hue .,hue,color:46 shade:2 type of paint:1 tone:1
"""For Adam Baldwin , who grew up watching westerns , the role of Jayne Cobb was particularly resonant .""",resonant,rembering:1 thrilling:2 powerful:4 appealing:2 heard:1 important:6 memorable:5 meaningful:5 loud:1 impressive:1 moving:1 deep:2 special:1 rich.:1 profound:2 fitting:2 known:1 meanigful:1 strong:1 satisfying:1 important to him:1 meaningful :2 resounding:1 relatable:1 vibrant:1 intense:1 interesting:1 rich:1
"""The Sonata did not enter the mainstream repertoire , but it has been more recently championed by such pianists as Marc-Andr Ì© Hamelin .""",championed,defended:4 supported:9 promoted:4 headed:1 favored:2 played:3 performed:2 been raved about:1 endorsed:2 praised:3 won:2 preferred:1 often used:1 upheld:1 backed:2 used:2 earned:1 showed:1 accepted:2 recommended:1 advocated :1 mastered:1 defeated:1 become popular:1 been played:1
"""A tuning fork or electronic tuning device may be used as a reference pitch , though in ensemble rehearsals often a piano is used .""",reference,comparitive:1 resource:1 source:9 base:2 ideal:1 example:2 beginning:2 standard:3 associating:1 starting:3 comparison:2 sample:3 basic:2 guide:3 baseline:1 referral:1 helping:1 hint:1 guidance:1 related:1 go to:1 relative:1 noted:1 perfect:1 guiding:1 note:1 pointing out:1 indicating:1 suggested:1
"""Peter became extratropical on December 11 , and was absorbed by a cold front shortly thereafter .""",thereafter,afterward:4 afterwards:10 after:20 after that:9 a little while later.:1 following:2 after.:1 soon after:1 from that time forward:1 following the eleventh.:1
"""In 2003 , Dushku appeared in Wrong Turn , a horror film in which she had the starring role , and The Kiss , an independent comedy-drama .""",appeared,showed up:9 looked:1 was:14 was seen:1 starred:3 acted:9 played:4 showed up :1 showed:1 came:1 acted :1 show up:1 was in:2 starred :1 arose:1
His fighting style is primarily Judo but has been modified to fight without the use of a judogi .,primarily,mainly:22 mostly:21 normally:3 first:1 essentially:1 basically:1 usually:1
"""In 1901 , an independent governor was again appointed .""",appointed,chosen:16 named:4 hired:4 elected:7 employed:1 assigned:3 declared:1 selected:5 given the job:1 put into office:1 picked:1 put in place:1 chosen  :1 assigned t:1 made:1 elected.:1 put in:1
The album primarily deals with social issues that the band points on through various songs .,points,hits:3 indicates:2 discusses:2 focuses:5 touches:8 states:1 remarks:1 describes:1 speaks of:1 touches on:1 talks:1 looks:1 touch:1 talks about:2 speaks:3 explains:1 addresses:1 notes:2 thoughts:1 stops:1 makes noticable:1 makes:1 marks:1 highlights:1 leads:1 spots:1 aims:1 tallies:1 sings:1 refers to:1 shows:1
"""Ganymede and Callisto , at their maximum separation , are the likeliest targets for potential naked-eye observation .""",potential,possible:39 likely:4 some:1 future:2 probable:1 likely :1 possible :1 coming:1
Word processing templates enable the ability to bypass the initial setup and configuration time necessary to create standardized documents such as a resume .,enable,provide:2 allow:30 allow for:1 make:4 have:2 help:1 give:4 create:1 give you:1 allowed:1 ease:1 set up:1 allow :1
A state religion is a religious body or creed officially endorsed by the state .,endorsed,approved:12 signed:1 supported:19 noticed:1 backed:2 okayed:1 sanctioned:2 advocated:1 recognized:1 allowed:1 encouraged:1 recommended:2 baked:1 adopted:2 promoted:1 accepted:2
"""The CIBF was founded by the General Egyptian Book Organisation , a government publishers and retailers group , in 1969 to coincide with celebrations of the 1000th anniversary of the founding of the city of Cairo .""",founding,opening:1 starting:6 original:1 begining:1 discovery:2 making:2 birth:2 start:9 beginning:7 creation:8 established:1 establishing:2 origin:1 beginning  :1 establishment:2 creating:1 setting up:2 settlement:1
"""It initially was completely dark , but as Voyager 2 approached the planet , a bright core developed and can be seen in most of the highest-resolution images .""",initially,originally:7 originally :4 at first:15 first:22 was first:1 firstly:1
A perfectly elastic collision is defined as one in which there is no loss of kinetic energy in the collision . An inelastic collision is one in which part of the kinetic energy is changed to some other form of energy in the collision .,kinetic,active:11 moving:18 movement:5 motion:3 static:1 motive:1 innate:1 kinetic:1 real:1 strong:1 driving:1 motion related:1 motion-:1 living:1 powerful:1 stored:1 motion based:1
"""Problems may arise particularly with disposable soft lenses ; if the surface tension between the lens and the finger is too great the lens may turn itself inside out ; alternatively it may fold itself in half . When the lens first contacts the eye , a brief period of irritation may ensue as the eye acclimatizes to the lens and also as dirt on the lens irritates the eye .""",irritation,tenderness:2 bothering:1 discomfort:12 minor pain:1 aggravation:2 annoyance:6 pain:10 sore:1 stress:1 soreness:3 itching:1 itchiness:1 tearing:1 uncomfortableness:1 hurt:1 an annoying feeling:1 soreness :1 sensitivity:1 burning:1 a burning sensation:1 rawness:1
"""Mary Toft , also spelled Tofts , was an English woman from Godalming , Surrey , who in 1726 became the subject of considerable controversy when she tricked doctors into believing that she had given birth to rabbits .""",controversy,outrage:1 talk:5 debate:11 argument:8 scandal:6 tricked:1 discussion:1 problems:2 fight:1 disagreement:1 confusion:2 gossip:1 dispute:2 disagreeing:1 conflict:1 debate :1 strife:1 fuss:1 questioning:1 scandal :1 attention:1
"""SDLP leader John Hume , MP , identified the possibility that a negotiated settlement might be possible and began secret talks with Adams in 1988 .""",identified,noticed:2 spotted:3 noted:2 stated:2 recognized:4 showed:4 became aware of:1 realized:1 saw:4 found:8 pointed out:3 thought of:1 said:3 hinted:1 talked about:1 described:1 knew:1 revealed:1 picked out:1 considered:1 reconized:1 discovered:1 suggested:1 selected:1 recognized :1
"""A brief stint on Go Kart Records saw the release of `` Fly the Flag '' , and now with their latest release of `` Windward Tides and Wayward Sails '' in 2003 finds them on Union Label Group .""",latest,newest:35 recent:5 new:5 most recent:2 last:2 newest :1
It is currently used mostly for football matches and is the home stadium of Union Sportive du Foyer de la RÌ©gie Abidjan-Niger .,matches,games:49 games :1
"""For the next several weeks , Kozlov was interviewed on WWE programming , proclaiming his love for `` Double Double E '' but also began drawing a villainous response after declaring his superiority over whatever wrestlers were competing at the time , saying `` I could beat both of them . ''""",villainous,bad:9 evil:18 evilish:1 crooked:2 bad-guy:1 mean:3 wicked:2 vicious:1 most wicked:1 unpleasant:1 hateful:2 negative:2 very evil:1 hated:1 criminal:2 bad guy:1 nasty:1 relating:1
"""According to Kojiki , the entrance to Yomi lies in Izumo province and was sealed off by Izanagi-no-Mikoto upon his flight from Yomi , at which time he permanently blocked the entrance by placing a massive boulder at the base of the slope that leads to Yomi . Upon his return to Ashihara-no-Nakatsukuni , Izanagi noted that Yomi is a `` polluted land '' .""",placing,setting:4 putting:42 moving:1 leaving:1 adding:1 laying:1
"""The rice plants in the strain can be bred to other rice strains or cultivars , and if desirable plants are produced , these are further bred to stabilize the desirable traits ; the stabilized plants that can be propagated and `` come true '' are given a cultivar name and released into production to be used by farmers .""",bred,paired:2 married:1 connected:3 planted:1 made:4 added:3 mixed :1 changed:1 cultivated:2 mated:5 changed in:1 crossed:2 developed:1 spawned:1 created :1 reproduced:1 grown:1 raised:5 made into:1 attached:1 mixed:2 born:1 grown together with:1 refined:1 given:1 spread:1 produced:2 created:1 shared:1 grown with:1
"""Due to their fast growth , the foremost benefit of these trees is their wood .""",foremost,greatest:6 main:9 biggest:8 first:6 major:2 best:5 highest:1 biggest :1 most important:4 leading:2 primary:4 largest:1 important:1
"""Its status as an official geological period was ratified in 2004 by the International Union of Geological Sciences , making it the first new geological period declared in 120 years .""",ratified,signed:2 approved:24 enacted:1 confirmed:6 certified:1 passed:4 declared:1 changed:2 made true:1 created:2 established:1 accepted:2 endorsed:1 agreed upon:1 stopped:1
"""More specifically , the term stratus is used to describe flat , hazy , featureless clouds of low altitude varying in color from dark gray to nearly white . A `` cloudy day '' usually features a sky filled with stratus clouds obscuring the disk of the sun .""",featureless,boring:4 blank:5 bland:6 dull:2 plain:20 uninteresting:1 flat:1 edgeless:1 non special:1 uniform:1 nondescript:1 ordinary:2 shapeless:2 round:1 empty:1 aspectless:1
